action_taken,derived_race,derived_ethnicity,applicant_sex,applicant_age,income,debt_to_income_ratio,applicant_credit_score_type,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,loan_type,loan_purpose,lien_status,property_value,occupancy_type,tract_minority_population_percent,aus-1,denial_reason-1
1,White,Hispanic or Latino,1,25-34,178.0,30%-<36%,1,325000.0,70.0,10.375,3.572,1,1,1,475000,1,78.45,6,10
1,White,Not Hispanic or Latino,1,55-64,129.0,44,1,495000.0,70.0,7.25,0.594,1,1,1,705000,1,27.18,1,10
1,White,Not Hispanic or Latino,1,55-64,142.0,42,7,395000.0,90.0,7.5,0.456,2,1,1,435000,1,30.71,1,10
4,Asian,Not Hispanic or Latino,1,35-44,136.0,,9,315000.0,,,,1,1,1,,1,48.78,6,10
1,White,Not Hispanic or Latino,1,45-54,286.0,30%-<36%,7,675000.0,80.0,9.875,2.627,1,1,1,845000,1,20.01,6,10
1,White,Hispanic or Latino,1,35-44,166.0,20%-<30%,7,355000.0,80.0,6.875,0.511,1,1,1,445000,1,20.03,1,10
1,White,Not Hispanic or Latino,1,35-44,172.0,20%-<30%,7,355000.0,77.778,6.375,0.059,1,1,1,455000,1,34.99,2,10
1,White,Hispanic or Latino,2,<25,150.0,20%-<30%,7,335000.0,68.75,7.625,0.413,1,1,1,485000,1,25.14,2,10
1,White,Hispanic or Latino,2,35-44,66.0,46,7,265000.0,85.0,6.625,0.836,2,1,1,305000,1,78.45,1,10
3,White,Not Hispanic or Latino,2,25-34,97.0,30%-<36%,7,195000.0,80.0,,,1,1,1,245000,1,39.18,1,4
1,Asian,Not Hispanic or Latino,1,35-44,116.0,45,7,455000.0,97.0,6.875,0.975,1,1,1,465000,1,29.83,2,10
1,White,Hispanic or Latino,2,25-34,107.0,43,7,295000.0,99.965,7.125,1.55,2,1,1,285000,1,30.71,1,10
4,Asian,Not Hispanic or Latino,1,35-44,196.0,,9,455000.0,,,,2,1,1,,1,29.83,6,10
1,White,Hispanic or Latino,2,25-34,75.0,47,7,375000.0,95.0,6.125,0.129,2,1,1,385000,1,34.8,1,10
3,Joint,Not Hispanic or Latino,1,35-44,10.0,,7,255000.0,96.5,,,2,1,1,265000,1,86.57,1,1
1,White,Hispanic or Latino,1,<25,72.0,20%-<30%,7,65000.0,90.0,7.125,1.006,1,1,1,75000,1,48.78,2,10
1,White,Hispanic or Latino,1,35-44,57.0,Exempt,1111,125000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,33.23,1111,10
1,White,Ethnicity Not Available,2,55-64,65.0,Exempt,1111,85000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,24.18,1111,10
1,White,Not Hispanic or Latino,2,45-54,123.0,Exempt,1111,215000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,31.47,1111,10
2,White,Not Hispanic or Latino,2,65-74,145.0,Exempt,1111,145000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,21.09,1111,10
1,White,Not Hispanic or Latino,2,55-64,131.0,Exempt,1111,195000.0,Exempt,Exempt,Exempt,1,1,1,Exempt,1,20.95,1111,10
1,White,Not Hispanic or Latino,1,25-34,172.0,46,7,575000.0,95.0,6.625,-0.112,1,1,1,605000,1,22.75,1,10
1,White,Not Hispanic or Latino,2,25-34,97.0,37,7,215000.0,72.881,5.75,-0.107,1,1,1,295000,1,37.64,1,10
1,White,Hispanic or Latino,1,35-44,103.0,50%-60%,7,315000.0,79.482,5.75,0.167,2,1,1,385000,1,53.93,1,10
4,White,Not Hispanic or Latino,1,45-54,110.0,,9,335000.0,,,,1,1,1,,1,28.27,6,10
1,White,Not Hispanic or Latino,2,45-54,84.0,46,7,255000.0,67.568,7.5,0.409,1,1,1,375000,1,34.55,1,10
1,White,Not Hispanic or Latino,1,25-34,395.0,41,2,1065000.0,95.0,4.875,-0.589,1,1,1,1125000,1,29.72,6,10
1,White,Not Hispanic or Latino,1,55-64,291.0,20%-<30%,2,155000.0,31.915,7.79,0.57,1,1,1,475000,1,29.72,6,10
4,White,Not Hispanic or Latino,1,65-74,63.0,,9,125000.0,,,,1,1,1,,1,34.93,6,10
4,White,Joint,1,35-44,285.0,,9,835000.0,,,,1,1,1,,1,13.39,6,10
1,White,Not Hispanic or Latino,1,25-34,493.0,20%-<30%,9,745000.0,92.232,5.25,-0.364,1,1,1,815000,1,26.05,6,10
4,White,Not Hispanic or Latino,2,55-64,85.0,,9,235000.0,,,,1,1,1,,1,25.21,6,10
1,White,Not Hispanic or Latino,1,35-44,530.0,40,2,1205000.0,80.0,5.625,0.1,1,1,1,1505000,1,29.72,6,10
1,White,Not Hispanic or Latino,1,45-54,138.0,20%-<30%,2,185000.0,36.007,5.875,0.196,1,1,1,495000,1,30.71,1,10
1,White,Not Hispanic or Latino,1,25-34,246.0,40,9,725000.0,96.042,5.75,-0.591,1,1,1,755000,1,21.56,6,10
3,Asian,Not Hispanic or Latino,1,35-44,521.0,49,9,185000.0,80.0,,,1,1,1,225000,3,42.75,1,4
1,White,Not Hispanic or Latino,2,25-34,155.0,30%-<36%,9,495000.0,98.02,6.5,0.164,1,1,1,505000,1,13.87,6,10
1,White,Not Hispanic or Latino,1,35-44,1100.0,<20%,3,785000.0,90.0,5.25,-0.12,1,1,1,875000,1,13.89,6,10
1,Black or African American,Not Hispanic or Latino,2,55-64,207.0,49,9,505000.0,89.709,6.75,0.347,1,1,1,555000,1,33.23,1,10
1,White,Not Hispanic or Latino,1,25-34,200.0,37,9,795000.0,80.0,6.5,-0.135,1,1,1,995000,1,16.93,6,10
1,White,Not Hispanic or Latino,1,35-44,3057.0,<20%,1,2885000.0,80.0,6.5,0.346,1,1,1,3605000,2,20.49,6,10
1,White,Not Hispanic or Latino,1,55-64,190.0,30%-<36%,2,255000.0,85.0,9.09,0.9,1,1,2,395000,1,16.54,6,10
1,Black or African American,Not Hispanic or Latino,2,25-34,80.0,30%-<36%,1,165000.0,80.0,6.75,-0.04,1,1,1,205000,1,39.09,6,10
1,White,Not Hispanic or Latino,1,35-44,,30%-<36%,2,275000.0,58.691,6.125,0.102,1,1,1,465000,1,26.63,1,10
1,Asian,Not Hispanic or Latino,2,35-44,473.0,37,1,1195000.0,80.0,6.125,-0.281,1,1,1,1495000,2,13.3,6,10
1,White,Not Hispanic or Latino,1,65-74,167.0,<20%,3,235000.0,46.465,7.375,0.327,1,1,1,495000,1,13.3,1,10
5,Black or African American,Not Hispanic or Latino,2,45-54,150.0,,9,355000.0,,,,1,1,1,,1,16.54,6,10
1,White,Joint,1,35-44,337.0,30%-<36%,9,665000.0,95.0,7.375,0.343,1,1,1,705000,1,34.99,6,10
1,Asian,Not Hispanic or Latino,1,25-34,208.0,39,1,435000.0,80.0,7.0,-0.112,1,1,1,545000,1,34.1,1,10
4,White,Hispanic or Latino,2,45-54,109.0,,9,375000.0,,,,2,1,1,,1,50.53,6,10
3,White,Hispanic or Latino,1,35-44,270.0,30%-<36%,9,65000.0,80.159,,,1,1,2,615000,1,29.83,6,3
4,Black or African American,Hispanic or Latino,1,25-34,115.0,,9,345000.0,,,,3,1,1,,1,63.55,1,10
1,Black or African American,Not Hispanic or Latino,1,55-64,185.0,20%-<30%,2,455000.0,,5.625,0.0,3,1,1,455000,1,26.63,1,10
1,White,Hispanic or Latino,2,35-44,97.0,50%-60%,3,425000.0,,6.5,-0.554,3,1,1,445000,1,20.03,1,10
4,White,Hispanic or Latino,1,25-34,70.0,,9,255000.0,,,,3,1,1,,1,21.56,2,10
1,Joint,Not Hispanic or Latino,1,35-44,148.0,50%-60%,2,665000.0,,6.625,0.403,3,1,1,655000,1,22.13,1,10
3,White,Not Hispanic or Latino,2,25-34,106.0,50%-60%,3,495000.0,,,,3,1,1,495000,1,13.87,1,1
1,White,Not Hispanic or Latino,3,45-54,125.0,39,2,415000.0,,7.125,0.884,3,1,1,475000,1,21.56,2,10
1,White,Not Hispanic or Latino,1,25-34,62.0,50%-60%,3,285000.0,,7.625,-0.102,3,1,1,285000,1,13.87,1,10
1,White,Not Hispanic or Latino,1,35-44,92.0,50%-60%,3,365000.0,,7.875,0.383,3,1,1,365000,1,30.06,1,10
3,White,Not Hispanic or Latino,1,45-54,111.0,50%-60%,1,405000.0,,,,3,1,1,385000,1,22.13,1,1
3,White,Not Hispanic or Latino,2,25-34,97.0,40,3,265000.0,109.125,,,1,1,1,245000,1,39.18,1,4
1,White,Not Hispanic or Latino,1,55-64,306.0,20%-<30%,1,255000.0,40.0,6.375,0.447,1,1,1,625000,1,18.7,1,10
1,White,Not Hispanic or Latino,1,25-34,134.0,36,9,345000.0,91.821,6.25,-0.107,1,1,1,375000,1,39.18,2,10
1,White,Not Hispanic or Latino,1,25-34,183.0,20%-<30%,1,315000.0,39.686,4.875,-0.338,1,1,1,795000,1,13.74,2,10
1,White,Not Hispanic or Latino,2,25-34,181.0,49,2,545000.0,80.0,6.125,-0.271,1,1,1,675000,1,13.74,2,10
1,White,Not Hispanic or Latino,1,45-54,416.0,30%-<36%,3,585000.0,90.0,7.5,0.7367,1,1,1,655000,2,14.83,1,10
1,White,Joint,1,45-54,192.0,<20%,3,285000.0,80.0,6.125,0.4254,1,1,1,365000,1,34.1,1,10
4,White,Not Hispanic or Latino,2,55-64,90.0,,9,105000.0,,,,1,1,1,,1,21.09,1,10
1,White,Not Hispanic or Latino,2,25-34,95.0,43,3,185000.0,49.333,7.125,0.0751,1,1,1,375000,1,34.93,1,10
1,Asian,Not Hispanic or Latino,2,45-54,744.0,<20%,3,505000.0,80.0,5.875,0.038,1,1,1,625000,2,22.45,1,10
1,White,Not Hispanic or Latino,1,35-44,400.0,20%-<30%,3,355000.0,70.0,6.5,0.191,1,1,1,515000,2,13.74,1,10
1,White,Not Hispanic or Latino,1,35-44,246.0,30%-<36%,3,305000.0,75.0,7.125,0.0485,1,1,1,405000,2,21.09,1,10
3,White,Ethnicity Not Available,1,55-64,127.0,30%-<36%,2,125000.0,87.923,,,1,1,1,145000,1,28.27,6,7
3,White,Not Hispanic or Latino,1,>74,64.0,43,2,115000.0,80.765,,,1,1,1,145000,1,24.38,6,7
3,White,Not Hispanic or Latino,2,25-34,68.0,20%-<30%,2,115000.0,80.0,,,1,1,1,145000,1,28.27,6,2
3,White,Not Hispanic or Latino,1,>74,80.0,44,2,205000.0,88.362,,,1,1,1,235000,1,21.82,6,1
1,White,Not Hispanic or Latino,1,25-34,67.0,39,2,115000.0,84.861,8.99,,1,1,1,135000,1,34.55,6,10
3,White,Ethnicity Not Available,2,55-64,119.0,40,2,125000.0,80.769,,,1,1,1,155000,1,20.95,6,7
2,White,Hispanic or Latino,3,35-44,89.0,42,2,195000.0,90.0,9.5,,1,1,1,215000,1,21.82,6,10
3,White,Not Hispanic or Latino,1,35-44,55.0,20%-<30%,2,55000.0,78.319,,,1,1,1,65000,1,21.09,6,7
3,White,Not Hispanic or Latino,2,25-34,57.0,38,2,65000.0,80.0,,,1,1,1,85000,1,28.19,6,7
1,White,Not Hispanic or Latino,1,45-54,126.0,30%-<36%,2,105000.0,64.005,8.49,,1,1,1,155000,1,24.38,6,10
1,White,Not Hispanic or Latino,2,65-74,38.0,40,2,75000.0,41.838,7.74,,1,1,1,175000,1,24.38,6,10
1,White,Not Hispanic or Latino,2,35-44,139.0,20%-<30%,2,185000.0,89.462,9.375,,1,1,1,205000,1,21.82,6,10
2,White,Not Hispanic or Latino,2,35-44,118.0,30%-<36%,2,185000.0,90.051,9.49,,1,1,1,205000,1,21.82,6,10
1,White,Not Hispanic or Latino,1,25-34,222.0,20%-<30%,2,465000.0,95.0,5.625,0.582,1,1,1,485000,1,34.99,1,10
1,White,Not Hispanic or Latino,2,35-44,118.0,37,7,355000.0,95.0,7.25,1.639,2,1,1,365000,1,63.55,1,10
1,Black or African American,Not Hispanic or Latino,1,45-54,158.0,50%-60%,7,405000.0,96.5,6.99,1.455,2,1,1,415000,1,29.83,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,97.0,47,7,315000.0,80.0,7.75,0.762,1,1,1,385000,1,24.38,2,10
1,White,Not Hispanic or Latino,1,45-54,75.0,48,7,315000.0,80.0,7.5,0.277,1,1,1,395000,1,26.63,2,10
1,White,Not Hispanic or Latino,1,25-34,114.0,47,7,405000.0,95.0,7.99,1.114,1,1,1,425000,1,18.81,1,10
3,White,Not Hispanic or Latino,1,<25,35.0,20%-<30%,7,85000.0,96.5,,,2,1,1,95000,1,16.93,1,4
2,Joint,Not Hispanic or Latino,1,35-44,111.0,,3,1005000.0,62.5,7.65,0.95,1,1,1,1605000,1,13.3,6,10
2,White,Not Hispanic or Latino,1,35-44,90.0,50%-60%,3,275000.0,75.0,6.95,0.297,1,1,1,365000,1,21.98,6,10
1,White,Not Hispanic or Latino,2,25-34,98.0,30%-<36%,2,205000.0,90.0,6.75,0.478,1,1,1,235000,1,31.76,2,10
1,White,Not Hispanic or Latino,1,25-34,82.0,30%-<36%,2,215000.0,97.0,6.25,0.318,1,1,1,225000,1,21.09,2,10
1,White,Not Hispanic or Latino,1,25-34,224.0,30%-<36%,2,425000.0,95.0,5.99,1.093,1,1,1,455000,1,20.01,1,10
1,White,Not Hispanic or Latino,2,35-44,117.0,46,1,315000.0,97.0,7.625,1.047,1,1,1,325000,1,25.14,1,10
1,White,Not Hispanic or Latino,1,25-34,134.0,30%-<36%,3,245000.0,96.5,6.75,0.299,2,1,1,245000,1,26.63,3,10
1,White,Ethnicity Not Available,2,25-34,85.0,50%-60%,1,285000.0,97.0,6.5,-0.173,1,1,1,295000,1,48.78,2,10
1,White,Not Hispanic or Latino,2,45-54,77.0,36,1,235000.0,70.0,7.875,0.651,1,1,1,345000,1,24.38,1,10
1,White,Not Hispanic or Latino,1,35-44,151.0,40,3,365000.0,95.0,6.99,-0.612,1,1,1,385000,1,30.71,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,135.0,43,1,375000.0,95.0,5.125,0.094,2,1,1,385000,1,25.14,3,10
1,White,Ethnicity Not Available,1,25-34,149.0,49,1,505000.0,93.0,6.5,0.148,1,1,1,545000,1,26.6,1,10
1,White,Not Hispanic or Latino,1,25-34,166.0,45,3,405000.0,94.0,6.75,0.919,1,1,1,435000,1,37.64,1,10
1,White,Not Hispanic or Latino,1,25-34,131.0,30%-<36%,3,355000.0,90.0,6.375,0.453,1,1,1,385000,1,29.72,2,10
1,White,Not Hispanic or Latino,2,65-74,35.0,46,2,75000.0,51.72,7.125,1.194,1,1,1,145000,1,42.75,2,10
1,White,Not Hispanic or Latino,1,25-34,144.0,47,2,305000.0,100.0,5.99,-0.792,3,1,1,295000,1,30.71,1,10
1,Black or African American,Not Hispanic or Latino,2,45-54,219.0,43,3,715000.0,95.0,6.625,0.304,1,1,1,755000,1,26.05,2,10
1,Black or African American,Not Hispanic or Latino,1,65-74,78.0,48,2,345000.0,94.44,6.125,0.1,1,1,1,365000,1,39.09,2,10
1,White,Not Hispanic or Latino,1,55-64,317.0,37,3,455000.0,75.0,6.99,0.388,1,1,1,615000,3,67.62,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,72.0,39,3,215000.0,80.0,6.375,-0.037,1,1,1,265000,1,29.37,1,10
1,White,Hispanic or Latino,2,55-64,104.0,50%-60%,1,275000.0,90.0,5.75,-0.31,1,1,1,315000,1,30.06,2,10
1,White,Hispanic or Latino,2,25-34,156.0,49,2,395000.0,95.0,7.5,0.252,1,1,1,415000,1,29.72,1,10
1,White,Not Hispanic or Latino,2,35-44,142.0,30%-<36%,1,355000.0,80.0,6.125,-0.078,1,1,1,445000,1,26.6,1,10
1,Asian,Not Hispanic or Latino,1,25-34,223.0,30%-<36%,1,515000.0,93.43,6.375,0.11,1,1,1,555000,1,34.1,2,10
1,White,Not Hispanic or Latino,1,45-54,117.0,49,1,315000.0,97.0,7.375,0.117,1,1,1,335000,1,18.6,1,10
1,Black or African American,Not Hispanic or Latino,2,45-54,200.0,41,1,595000.0,75.0,5.99,0.102,1,1,1,795000,1,26.6,1,10
1,White,Hispanic or Latino,1,45-54,99.0,49,1,335000.0,97.0,6.25,0.539,1,1,1,345000,1,29.72,1,10
1,White,Hispanic or Latino,1,35-44,126.0,30%-<36%,3,235000.0,96.0,5.25,0.155,1,1,1,245000,1,18.7,1,10
1,White,Not Hispanic or Latino,2,35-44,69.0,43,2,205000.0,96.5,6.99,1.211,2,1,1,215000,1,21.98,3,10
1,White,Hispanic or Latino,1,25-34,88.0,50%-60%,2,375000.0,96.0,6.625,1.134,2,1,1,385000,1,21.56,3,10
1,Black or African American,Not Hispanic or Latino,1,25-34,176.0,30%-<36%,2,325000.0,96.5,6.99,1.505,2,1,1,335000,1,21.9,3,10
1,White,Ethnicity Not Available,1,55-64,132.0,46,1,415000.0,87.48,6.5,0.583,1,1,1,475000,1,25.21,2,10
1,Asian,Not Hispanic or Latino,2,45-54,90.0,48,3,305000.0,95.0,6.99,0.847,1,1,1,325000,1,21.56,1,10
1,White,Not Hispanic or Latino,1,45-54,134.0,40,2,235000.0,90.0,5.99,0.432,1,1,1,265000,1,26.63,2,10
1,Black or African American,Not Hispanic or Latino,1,45-54,114.0,49,3,165000.0,40.0,7.5,0.86,1,1,1,405000,1,30.71,2,10
1,Black or African American,Ethnicity Not Available,1,35-44,97.0,42,3,365000.0,85.0,6.125,0.182,1,1,1,425000,1,29.72,2,10
1,White,Ethnicity Not Available,2,25-34,114.0,39,3,305000.0,72.61,7.375,0.409,1,1,1,425000,1,31.76,2,10
1,Black or African American,Not Hispanic or Latino,2,35-44,193.0,30%-<36%,3,395000.0,92.95,5.99,0.065,1,1,1,425000,1,30.71,2,10
1,White,Not Hispanic or Latino,2,55-64,171.0,30%-<36%,3,305000.0,63.0,7.75,0.47,1,1,1,475000,1,24.18,1,10
1,White,Not Hispanic or Latino,2,<25,142.0,43,1,195000.0,95.0,7.5,0.81,1,1,1,205000,1,42.03,2,10
1,Black or African American,Not Hispanic or Latino,1,35-44,76.0,50%-60%,2,275000.0,96.5,5.625,0.544,2,1,1,275000,1,35.04,3,10
1,White,Not Hispanic or Latino,1,25-34,119.0,47,1,495000.0,95.0,6.75,0.417,1,1,1,525000,1,26.05,1,10
1,White,Not Hispanic or Latino,1,45-54,332.0,39,3,455000.0,80.0,7.25,0.103,1,1,1,575000,1,47.97,1,10
1,White,Not Hispanic or Latino,2,25-34,177.0,20%-<30%,3,355000.0,95.0,5.99,-0.295,1,1,1,375000,1,28.84,2,10
1,White,Hispanic or Latino,2,45-54,180.0,20%-<30%,2,345000.0,96.5,6.875,1.398,2,1,1,355000,1,50.53,3,10
1,White,Not Hispanic or Latino,1,<25,120.0,39,1,325000.0,100.0,5.5,-0.697,3,1,1,325000,1,37.64,1,10
1,White,Not Hispanic or Latino,1,25-34,109.0,45,1,335000.0,94.91,6.5,0.402,1,1,1,345000,1,18.81,2,10
1,White,Hispanic or Latino,1,25-34,240.0,36,2,695000.0,95.0,6.99,0.37,1,1,1,725000,1,47.96,1,10
1,White,Joint,1,25-34,149.0,36,2,375000.0,96.5,6.49,1.069,2,1,1,375000,1,29.72,3,10
1,White,Not Hispanic or Latino,1,25-34,46.0,42,3,115000.0,97.0,7.125,0.273,1,1,1,115000,1,38.57,2,10
1,White,Not Hispanic or Latino,1,25-34,118.0,20%-<30%,2,235000.0,97.0,6.25,0.749,1,1,1,245000,1,38.57,1,10
1,Joint,Not Hispanic or Latino,2,35-44,114.0,41,2,255000.0,96.5,6.25,0.532,2,1,1,255000,1,24.18,3,10
1,Black or African American,Not Hispanic or Latino,2,35-44,109.0,48,2,375000.0,88.09,6.125,-0.179,1,1,1,425000,1,29.72,2,10
1,White,Not Hispanic or Latino,2,55-64,105.0,40,3,355000.0,96.5,6.125,0.773,2,1,1,365000,1,37.64,3,10
1,White,Not Hispanic or Latino,1,65-74,182.0,30%-<36%,3,125000.0,21.818,6.0,0.374,1,1,1,555000,2,47.96,1,10
1,White,Not Hispanic or Latino,1,25-34,138.0,43,1,415000.0,95.0,7.25,0.031,1,1,1,435000,1,28.27,1,10
1,White,Ethnicity Not Available,2,35-44,181.0,40,2,395000.0,85.0,6.75,0.847,1,1,1,475000,1,21.09,1,10
1,White,Ethnicity Not Available,1,45-54,133.0,49,1,385000.0,96.5,6.49,0.335,2,1,1,395000,1,28.27,3,10
1,White,Not Hispanic or Latino,1,25-34,204.0,30%-<36%,2,495000.0,94.95,7.375,1.21,1,1,1,525000,1,14.22,2,10
1,White,Not Hispanic or Latino,1,35-44,83.0,30%-<36%,1,185000.0,32.19,6.99,0.644,1,1,1,585000,1,29.72,2,10
1,Black or African American,Not Hispanic or Latino,1,45-54,207.0,48,2,465000.0,80.0,7.99,0.33,1,1,1,585000,1,22.13,1,10
1,White,Not Hispanic or Latino,1,35-44,150.0,38,3,385000.0,97.0,6.99,0.593,1,1,1,405000,1,31.03,1,10
1,White,Not Hispanic or Latino,1,45-54,411.0,20%-<30%,1,305000.0,75.0,7.125,0.509,1,1,1,415000,3,46.63,1,10
1,White,Not Hispanic or Latino,1,55-64,295.0,20%-<30%,3,355000.0,80.0,7.99,0.786,1,1,1,445000,1,21.09,2,10
1,White,Not Hispanic or Latino,1,35-44,68.0,49,3,265000.0,97.0,7.125,0.846,1,1,1,275000,1,29.58,2,10
1,White,Not Hispanic or Latino,1,25-34,124.0,46,2,465000.0,89.99,5.875,-0.234,1,1,1,515000,1,31.03,2,10
1,White,Hispanic or Latino,1,55-64,89.0,30%-<36%,2,315000.0,80.0,6.25,-0.092,1,1,1,395000,1,33.23,1,10
1,White,Not Hispanic or Latino,2,55-64,59.0,49,3,85000.0,12.0,7.75,0.389,1,1,1,705000,1,26.05,1,10
1,White,Hispanic or Latino,1,35-44,69.0,30%-<36%,2,225000.0,97.0,7.375,0.273,1,1,1,235000,1,33.23,1,10
1,White,Not Hispanic or Latino,1,55-64,69.0,44,3,185000.0,54.0,6.25,0.621,1,1,1,345000,1,13.87,1,10
1,White,Not Hispanic or Latino,2,45-54,172.0,30%-<36%,1,255000.0,80.0,7.125,1.277,1,1,1,325000,1,29.58,1,10
1,White,Not Hispanic or Latino,1,25-34,143.0,39,2,435000.0,96.5,5.99,0.455,2,1,1,435000,1,22.45,3,10
1,Joint,Not Hispanic or Latino,1,25-34,121.0,20%-<30%,1,185000.0,95.0,6.875,1.317,1,1,1,195000,1,78.45,1,10
4,White,Hispanic or Latino,2,25-34,178.0,,9,435000.0,,,,1,1,1,,1,24.38,2,10
2,Black or African American,Not Hispanic or Latino,1,45-54,126.0,44,3,105000.0,54.0,8.775,3.268,1,1,2,705000,1,28.27,6,10
2,White,Not Hispanic or Latino,2,25-34,173.0,30%-<36%,1,265000.0,75.0,7.125,0.868,1,1,1,355000,3,63.55,1,10
2,White,Not Hispanic or Latino,1,35-44,816.0,<20%,2,285000.0,60.0,6.35,0.138,1,1,1,475000,3,13.39,6,10
3,White,Not Hispanic or Latino,1,45-54,113.0,50%-60%,1,335000.0,96.5,,,2,1,1,335000,1,18.6,3,7
3,Black or African American,Not Hispanic or Latino,2,35-44,110.0,50%-60%,1,405000.0,90.0,,,1,1,1,455000,1,34.93,2,1
3,White,Not Hispanic or Latino,1,45-54,151.0,50%-60%,2,425000.0,96.5,,,2,1,1,425000,1,14.22,3,9
3,White,Hispanic or Latino,2,25-34,105.0,>60%,3,275000.0,96.5,,,2,1,1,275000,1,35.04,3,1
3,Black or African American,Not Hispanic or Latino,1,55-64,221.0,20%-<30%,2,485000.0,89.06,,,2,1,1,535000,1,47.96,3,9
3,Black or African American,Not Hispanic or Latino,1,55-64,84.0,20%-<30%,1,165000.0,92.38,,,1,1,1,175000,1,53.93,2,6
3,White,Not Hispanic or Latino,1,35-44,68.0,>60%,3,205000.0,80.0,,,1,1,1,265000,1,21.09,1,1
3,White,Not Hispanic or Latino,2,25-34,107.0,50%-60%,3,415000.0,96.5,,,2,1,1,425000,1,34.55,3,4
3,White,Ethnicity Not Available,1,35-44,115.0,46,1,285000.0,88.0,,,1,1,1,335000,1,67.62,1,1
3,Black or African American,Not Hispanic or Latino,1,35-44,95.0,48,2,425000.0,95.0,,,3,1,1,455000,1,86.57,1,4
3,White,Ethnicity Not Available,2,45-54,49.0,43,1,175000.0,70.0,,,1,1,1,255000,1,34.99,1,9
3,Black or African American,Not Hispanic or Latino,2,35-44,125.0,44,1,325000.0,96.5,,,2,1,1,335000,1,35.04,3,9
3,Black or African American,Not Hispanic or Latino,2,35-44,0.0,<20%,1,395000.0,96.5,,,2,1,1,395000,1,62.35,3,1
5,White,Not Hispanic or Latino,2,45-54,162.0,,9,315000.0,,,,2,1,1,,1,38.57,3,10
4,White,Not Hispanic or Latino,2,55-64,157.0,,9,275000.0,,,,1,1,1,,2,25.14,1,10
4,White,Not Hispanic or Latino,1,65-74,182.0,,9,95000.0,,,,1,1,1,,2,30.71,1,10
4,White,Not Hispanic or Latino,1,55-64,72.0,,9,175000.0,,,,1,1,1,,1,13.87,2,10
4,White,Not Hispanic or Latino,1,65-74,60.0,,9,195000.0,,,,1,1,1,,3,21.09,1,10
4,Black or African American,Not Hispanic or Latino,1,45-54,154.0,,9,325000.0,,,,1,1,1,,3,39.18,1,10
4,White,Not Hispanic or Latino,1,35-44,156.0,,9,315000.0,,,,1,1,1,,1,20.01,1,10
4,White,Not Hispanic or Latino,1,25-34,125.0,,9,235000.0,,,,2,1,1,,1,25.14,3,10
4,White,Not Hispanic or Latino,2,35-44,110.0,,9,275000.0,,,,1,1,1,,1,24.18,1,10
4,White,Hispanic or Latino,2,>74,58.0,,9,185000.0,,,,1,1,1,,1,30.71,2,10
4,White,Not Hispanic or Latino,2,55-64,71.0,,9,295000.0,,,,1,1,1,,1,13.89,2,10
4,Joint,Hispanic or Latino,1,25-34,209.0,,9,705000.0,,,,1,1,1,,1,47.96,1,10
4,White,Not Hispanic or Latino,1,55-64,126.0,,9,475000.0,,,,1,1,1,,1,39.09,2,10
1,White,Not Hispanic or Latino,1,65-74,210.0,42,1,375000.0,95.0,6.875,0.794,1,1,1,395000,1,13.87,1,10
1,Black or African American,Not Hispanic or Latino,1,35-44,142.0,50%-60%,4,625000.0,99.984,7.75,-0.51,3,1,1,635000,1,34.93,1,10
1,Black or African American,Not Hispanic or Latino,2,35-44,180.0,36,3,615000.0,75.0,6.5,0.085,1,1,1,825000,1,21.82,1,10
1,White,Not Hispanic or Latino,2,45-54,878.0,20%-<30%,3,665000.0,90.0,6.875,0.015,1,1,1,745000,1,14.22,1,10
1,White,Hispanic or Latino,1,55-64,103.0,48,2,325000.0,96.5,7.0,0.669,2,1,1,335000,1,24.38,1,10
4,White,Not Hispanic or Latino,2,35-44,6648.0,,9,455000.0,,,,1,1,1,,2,21.56,6,10
1,White,Not Hispanic or Latino,1,45-54,199.0,41,1,465000.0,80.0,6.125,-0.226,1,1,1,585000,1,29.72,1,10
4,White,Not Hispanic or Latino,1,25-34,261.0,,9,535000.0,,,,1,1,1,,1,26.6,6,10
3,White,Not Hispanic or Latino,2,25-34,43.0,50%-60%,2,95000.0,90.0,,,1,1,1,105000,1,34.8,6,1
1,White,Hispanic or Latino,1,25-34,49.0,42,2,205000.0,79.7,6.0,0.354,1,1,1,275000,1,27.18,1,10
1,White,Hispanic or Latino,2,25-34,70.0,49,1,275000.0,69.24,6.49,0.273,1,1,1,395000,1,29.72,2,10
1,White,Hispanic or Latino,1,45-54,55.0,46,2,205000.0,65.26,6.5,0.638,1,1,1,315000,1,24.38,1,10
1,White,Hispanic or Latino,1,35-44,99.0,44,1,365000.0,87.81,6.625,0.185,1,1,1,415000,1,34.8,2,10
1,Black or African American,Not Hispanic or Latino,2,45-54,93.0,49,3,235000.0,57.5,6.375,0.272,1,1,1,405000,1,37.64,1,10
